;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;EXPL_CONS_ANSW;EXPL_CONS_IMG;EXPL_FLUENT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;9436mlof2k8tom0g3gvah8sj7d;ip;49.181.17.119;time;1713347557;data;I want to participate;;;;;;;;;;;;;;;;;;
id;gl4d3go82h0gm047tnvohrkdgj;ip;84.70.62.241;time;1713347562;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;0;2;2;2;4;2;3;3;2;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347562;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;3;2;3;2;3;2;3;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347562;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;2;2;2;1;2;2;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347566;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347573;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;1;2;1;3;1;1;2;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347574;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;3;4;3;1;2;2;Next
id;9436mlof2k8tom0g3gvah8sj7d;ip;49.181.17.119;time;1713347575;data;642b70287891aa0980228c4a;25;female;native;Next;;;;;;;;;;;;;;
id;hj9v12fo8htl1s8pke6r7j04lm;ip;106.71.211.153;time;1713347577;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;1;1;1;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347587;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;gl4d3go82h0gm047tnvohrkdgj;ip;84.70.62.241;time;1713347588;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;2;2;4;3;2;2;3;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347589;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;2;2;1;2;2;3;2;3;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347590;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;3;1;1;1;2;1;Next
id;b9r28qacnel5ltego0uoou0eur;ip;102.32.9.39;time;1713347595;data;"<id:	QUESTION_ID	338019000	";"	IMAGE_ID	338019	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;4;3;5;0;0;0;4;4;Next
id;hj9v12fo8htl1s8pke6r7j04lm;ip;106.71.211.153;time;1713347605;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;1;1;1;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347607;data;"<id:	QUESTION_ID	200839000	";"	IMAGE_ID	200839	";"	GT_ANSWER	summer	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;2;3;3;3;2;2;3;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347607;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;3;4;4;4;4;3;3;4;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347608;data;"<id:	QUESTION_ID	14970	";"	IMAGE_ID	14970	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;2;4;4;1;3;4;3;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347612;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347618;data;"<id:	QUESTION_ID	14907	";"	IMAGE_ID	14907	";"	GT_ANSWER	brown	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;5;1;4;1;1;3;2;2;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347618;data;"<id:	QUESTION_ID	423618001	";"	IMAGE_ID	423618	";"	GT_ANSWER	plastic	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;1;5;4;1;1;3;3;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347625;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;hj9v12fo8htl1s8pke6r7j04lm;ip;106.71.211.153;time;1713347627;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;1;1;1;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347634;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;3;2;1;1;2;3;3;Next
id;lb50glagm20deghmgfcsu8mcqd;ip;161.29.238.76;time;1713347645;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;4;4;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347648;data;"<id:	QUESTION_ID	486104003	";"	IMAGE_ID	486104	";"	GT_ANSWER	baseball	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347652;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;2;2;1;3;2;2;2;2;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347656;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347658;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347661;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;ijpk8fnsl29q13m10r26p843mi;ip;102.182.145.176;time;1713347670;data;no;2;3;2;3;4;3;3;4;Next;;;;;;;;;
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347680;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347682;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;4;3;3;3;3;3;4;3;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347683;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;1;3;1;4;3;3;3;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347699;data;"<id:	QUESTION_ID	402357000	";"	IMAGE_ID	402357	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;5;1;4;3;1;1;3;3;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347700;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;1;3;5;4;5;2;3;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347702;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;5;4;5;3;1;2;2;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347704;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;lb50glagm20deghmgfcsu8mcqd;ip;161.29.238.76;time;1713347713;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;4;3;5;5;4;4;4;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347714;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;3;1;1;2;1;1;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347721;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;4;2;5;5;5;5;4;Next
id;b9r28qacnel5ltego0uoou0eur;ip;102.32.9.39;time;1713347724;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;4;4;5;0;4;4;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347733;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;2;2;1;1;2;2;2;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347734;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;3;3;4;4;4;4;3;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347734;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;5;1;2;1;1;1;1;1;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347738;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347746;data;"<id:	QUESTION_ID	14907	";"	IMAGE_ID	14907	";"	GT_ANSWER	brown	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;1;4;2;1;3;3;3;Next
id;9436mlof2k8tom0g3gvah8sj7d;ip;49.181.17.119;time;1713347749;data;Yes;;;;;;;;;;;;;;;;;;
id;lb50glagm20deghmgfcsu8mcqd;ip;161.29.238.76;time;1713347752;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;4;4;4;4;4;4;4;4;Next
id;vdd90gnt22g6br2de52l0s2v3b;ip;41.216.201.56;time;1713347756;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347763;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;5;1;4;2;1;4;4;3;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347767;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;4;4;4;4;5;4;4;Next
id;cpj25nmd8uqscucpqrhc19g8vt;ip;197.184.177.160;time;1713347770;data;"<id:	QUESTION_ID	486104003	";"	IMAGE_ID	486104	";"	GT_ANSWER	baseball	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347778;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;4;4;4;4;5;5;5;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347781;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;2;4;3;2;3;3;2;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347789;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;1;4;1;1;3;3;2;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347790;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347793;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;4;4;5;4;4;4;3;4;Next
id;9436mlof2k8tom0g3gvah8sj7d;ip;49.181.17.119;time;1713347796;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347797;data;"<id:	QUESTION_ID	305803005	";"	IMAGE_ID	305803	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;4;5;4;1;1;2;4;2;Next
id;9436mlof2k8tom0g3gvah8sj7d;ip;49.181.17.119;time;1713347799;data;Next;;;;;;;;;;;;;;;;;;
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347801;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;4;5;5;5;5;Next
id;a5j7edl8p6sjus2pjn78scn1g4;ip;159.196.12.55;time;1713347809;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;lb50glagm20deghmgfcsu8mcqd;ip;161.29.238.76;time;1713347813;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;1;1;1;1;3;3;3;2;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347813;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;4;3;3;4;4;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347820;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347826;data;"<id:	QUESTION_ID	486104003	";"	IMAGE_ID	486104	";"	GT_ANSWER	baseball	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;4;4;4;4;5;4;4;4;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347833;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;2;1;4;2;1;2;3;1;Next
id;mrcrj55m4mt9tcndjcphpmubce;ip;125.238.194.4;time;1713347836;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;3;3;4;3;3;3;3;Next
id;lb50glagm20deghmgfcsu8mcqd;ip;161.29.238.76;time;1713347847;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;4;5;5;5;5;5;Next
id;jkmhg4n2iti9t0hnp8rh0414si;ip;196.24.72.17;time;1713347852;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;4;5;5;5;5;4;Next
id;389i6a6ecoaae31euc8uaosdb7;ip;82.28.206.238;time;1713347857;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;4;5;5;5;Next
id;k7292910p27tku1ofv9dnh1e4q;ip;86.6.40.34;time;1713347861;data;"<id:	QUESTION_ID	444626005	";"	IMAGE_ID	444626	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;4;3;2;3;2;4;2;Next
id;hj9v12fo8htl1s8pke6r7j04lm;ip;106.71.211.153;time;1713347866;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;4;5;5;4;5;5;5;5;Next
id;939qfirgca8h31umftrhltlfo3;ip;81.110.5.213;time;1713347869;data;"<id:	QUESTION_ID	423618001	";"	IMAGE_ID	423618	";"	GT_ANSWER	plastic	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;2;2;2;2;1;2;2;Next
id;cpj25nmd8uqscucpqrhc19g8vt;ip;197.184.177.160;time;1713347870;data;"<id:	QUESTION_ID	305803005	";"	IMAGE_ID	305803	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;5;5;5;5;5;5;5;5;Next
